Well,API #,Stage,Crew,Start Date,Start Time,End Date,End Time,When  (Except Pumping),Party,Reason,Comments,TimeInMin,
Briscoe Cochina East 46 HX,42-283-36979,,L3,4/18/20,17:01,4/18/20,18:00,Between Stages,Operating,Maintenance-Scheduled ,DV PCs restarted; BL4 pinhole weld; FP30 packing hole 5; FP55 V&S; FP28 packing hole 5; FP25 packing hole 3; FP37 V&S;  FP11 V&S; FP30 V&S; ,59,
Briscoe Cochina East 46 HX,42-283-36979,,L1,4/18/20,18:00,4/18/20,18:42,Between Stages,Operating,Maintenance-Scheduled ,shift change;,42,
Briscoe Cochina East 46 HX,42-283-36979,,L1,4/18/20,18:42,4/18/20,19:04,Between Stages,Operating,Prime and Test,,22,
Briscoe Cochina East 46 HX,42-283-36979,34,L1,4/18/20,19:04,4/18/20,19:16,,Operating,Pumping,A leak was spotted on the hydraulic valve of the frac stack.,12,
Briscoe Cochina East 46 HX,42-283-36979,,L1,4/18/20,19:16,4/19/20,3:02,During Stage,NPT_Customer,Frac Stack,"Shut down due to leak on(gasket) hydraulic valve on HX, as per customer, risers will be rigged down from the HX in order to swap Hydralic valve. ",466,
Briscoe Cochina East 46 HX,42-283-36979,34,L1,4/19/20,3:02,4/19/20,4:55,,Operating,Pumping,FP29 packing hole 1; All proppant placed.,113,
Briscoe Cochina East 46 HY,42-283-36980,,L1,4/19/20,4:55,4/19/20,5:23,Between Stages,Operating,Well Swap,,28,
Briscoe Cochina East 46 HY,42-283-36980,34,L1,4/19/20,5:23,4/19/20,6:00,,Operating,Pumping,,37,
Briscoe Cochina East 46 HY,42-283-36980,34,L3,4/19/20,6:00,4/19/20,7:23,,Operating,Pumping,shift change; All Prop Placed. Good Stage. ,83,
Briscoe Cochina East 46 HZ,42-283-36978,,L3,4/19/20,7:23,4/19/20,7:38,Between Stages,Operating,Well Swap,,15,
Briscoe Cochina East 46 HZ,42-283-36978,34,L3,4/19/20,7:38,4/19/20,10:13,,Operating,Pumping,ran a sweep due to high pressure; All Prop Placed.,155,
Briscoe Cochina East 46 HX,42-283-36979,,L3,4/19/20,10:13,4/19/20,10:29,Between Stages,Operating,Well Swap,,16,
Briscoe Cochina East 46 HX,42-283-36979,35,L3,4/19/20,10:29,4/19/20,12:27,,Operating,Pumping,"FP16 packing hole 1; FP23 packing hole 2,3; All Prop Placed, Good stage.",118,
Briscoe Cochina East 46 HY,42-283-36980,,L3,4/19/20,12:27,4/19/20,12:43,Between Stages,Operating,Well Swap,,16,
Briscoe Cochina East 46 HY,42-283-36980,35,L3,4/19/20,12:43,4/19/20,15:17,,Operating,Pumping,ran a sweep due to high pressure; All Prop Placed.,154,
Briscoe Cochina East 46 HZ,42-283-36978,,L3,4/19/20,15:17,4/19/20,17:00,Between Stages,Operating,Maintenance-Scheduled ,"DV PCs restarted; swapped from BL4 to BL11; FP16 packing hole 1; FP23 packing hole 2,3; FP29 packing hole 1; ",103,
Briscoe Cochina East 46 HZ,42-283-36978,,L3,4/19/20,17:00,4/19/20,17:30,Between Stages,Operating,Prime up,,30,
Briscoe Cochina East 46 HZ,42-283-36978,,L3,4/19/20,17:30,4/19/20,17:46,Between Stages,NPT_Operations,Prime Up,,16,
Briscoe Cochina East 46 HZ,42-283-36978,35,L3,4/19/20,17:46,4/19/20,18:00,,Operating,Pumping,,14,
Briscoe Cochina East 46 HZ,42-283-36978,35,L1,4/19/20,18:00,4/19/20,19:32,,Operating,Pumping,"Shift change; during the 1.25ppg substage a clean sweep was initated in order to mitigate the rapid increaseing pressure trend, once wellbore was cleared and pressure followed by decreasing; proppant concentration was reinitiated making 0.50ppg step increaments. Due to consistant increasing pressure, stage was called short as per consultant, only 32.12% of proppant placed. ",92,
Briscoe Cochina East 46 HX,42-283-36979,,L1,4/19/20,19:32,4/19/20,19:47,Between Stages,Operating,Well Swap,,15,
Briscoe Cochina East 46 HX,42-283-36979,36,L1,4/19/20,19:47,4/19/20,21:49,,Operating,Pumping,"During the 0.25ppg substage blender tub kept dropping volume, mechanic troubled shooted the blender and regained tub level, during the 1.50ppg concentration and due to increasing pressure trend a clean sweep was displaced in order to mitigate the increasing pressure.Proppant was once again initiated in steps of 0.50ppg.  Stage was called early due to pressure(74.99% placed)",122,
Briscoe Cochina East 46 HY,42-283-36980,,L1,4/19/20,21:49,4/19/20,22:05,Between Stages,Operating,Well Swap,,16,
Briscoe Cochina East 46 HY,42-283-36980,36,L1,4/19/20,22:05,4/20/20,0:03,,Operating,Pumping,FP29-packing hole 2; all proppant placed.,118,
Briscoe Cochina East 46 HZ,42-283-36978,,L1,4/20/20,0:03,4/20/20,0:20,Between Stages,Operating,Well Swap,,17,
Briscoe Cochina East 46 HZ,42-283-36978,36,L1,4/20/20,0:20,4/20/20,2:19,,Operating,Pumping,Got out of FP40 because the RPM's kept dropping; FP25 packing; all proppant placed.,119,
Briscoe Cochina East 46 HX,42-283-36979,,L1,4/20/20,2:19,4/20/20,2:35,Between Stages,Operating,Well Swap,,16,
Briscoe Cochina East 46 HX,42-283-36979,37,L1,4/20/20,2:35,4/20/20,4:36,,Operating,Pumping,"Pump 8 for bio wasn't pumping correctly, swapped to LA3; All proppant placed.",121,
Briscoe Cochina East 46 HY,42-283-36980,,L1,4/20/20,4:36,4/20/20,6:00,Between Stages,Operating,Maintenance-Scheduled ,"DV PCs restarted; Swapping out FP40, FP23, and FP25; FP29 packing hole 2; swapping from BL11 to BL4.",84,
Briscoe Cochina East 46 HY,42-283-36980,,L3,4/20/20,6:00,4/20/20,6:36,Between Stages,Operating,Maintenance-Scheduled ,shift change;,36,
Briscoe Cochina East 46 HY,42-283-36980,,L3,4/20/20,6:36,4/20/20,7:06,Between Stages,Operating,Prime and Test,,30,
Briscoe Cochina East 46 HY,42-283-36980,,L3,4/20/20,7:06,4/20/20,7:30,Between Stages,NPT_Operations,Iron,replaced chiksan due to a leak,24,
Briscoe Cochina East 46 HY,42-283-36980,,L3,4/20/20,7:30,4/20/20,8:00,Between Stages,NPT_Operations,Prime and Test,looking for other leaks but no visual; ,30,
Briscoe Cochina East 46 HY,42-283-36980,,L3,4/20/20,8:00,4/20/20,9:00,Between Stages,NPT_Operations,Pump Maintenance,isolated FP47; FP23 D-ring hole 3;,60,
Briscoe Cochina East 46 HY,42-283-36980,,L3,4/20/20,9:00,4/20/20,9:29,Between Stages,NPT_Operations,Prime and Test,,29,
Briscoe Cochina East 46 HY,42-283-36980,37,L3,4/20/20,9:29,4/20/20,11:27,,Operating,Pumping,"FP7,FP31 V&S; All Prop Placed, Good stage.",118,
Briscoe Cochina East 46 HZ,42-283-36978,,L3,4/20/20,11:27,4/20/20,11:38,Between Stages,Operating,Well Swap,,11,
Briscoe Cochina East 46 HZ,42-283-36978,37,L3,4/20/20,11:38,4/20/20,13:43,,Operating,Pumping,"All Prop Placed, Good stage.",125,
Briscoe Cochina East 46 HX,42-283-36979,,L3,4/20/20,13:43,4/20/20,13:59,Between Stages,Operating,Well Swap,,16,
Briscoe Cochina East 46 HX,42-283-36979,38,L3,4/20/20,13:59,4/20/20,16:13,,Operating,Pumping,"FP74 transducer issue; FP28 V&S; SD for 3 minutes due to a sudden BL4 boost loss, brough it back and resumed stage; All Prop Placed.",134,
Briscoe Cochina East 46 HY,42-283-36980,,L3,4/20/20,16:13,4/20/20,16:29,Between Stages,Operating,Well Swap,,16,
Briscoe Cochina East 46 HY,42-283-36980,38,L3,4/20/20,16:29,4/20/20,18:00,,Operating,Pumping,,91,
Briscoe Cochina East 46 HY,42-283-36980,38,L1,4/20/20,18:00,4/20/20,18:51,,Operating,Pumping,"Shift change, all prop placed good stage, due to pressure increase and as per consultant prop concentration was dropped down to 1.50ppg in order to mitigate pressure increasing trend.  No additional time tier was added, as unavailable horserpower during the stage(thus running at lower rate than designed.)",51,
Briscoe Cochina East 46 HZ,42-283-36978,,L1,4/20/20,18:51,4/20/20,19:06,Between Stages,Operating,Well Swap,FP74-fixed transducer. ,15,
Briscoe Cochina East 46 HZ,42-283-36978,,L1,4/20/20,19:06,4/20/20,19:14,Between Stages,Operating,Prime and Test,,8,
Briscoe Cochina East 46 HZ,42-283-36978,38,L1,4/20/20,19:14,4/20/20,21:29,,Operating,Pumping,"All proppant placed.No additional time tier was added, as unavailable horserpower during the stage(thus running at lower rate than designed.)",135,
Briscoe Cochina East 46 HX,42-283-36979,,L1,4/20/20,21:29,4/20/20,23:06,Between Stages,Operating,Maintenance-Scheduled ,DV PC's restarted;,97,
Briscoe Cochina East 46 HX,42-283-36979,,L1,4/20/20,23:06,4/20/20,23:30,Between Stages,Operating,Prime and Test,,24,
Briscoe Cochina East 46 HX,42-283-36979,39,L1,4/20/20,23:30,4/21/20,1:28,,Operating,Pumping,All prop placed good stage,118,
Briscoe Cochina East 46 HY,42-283-36980,,L1,4/21/20,1:28,4/21/20,1:47,Between Stages,Operating,Well Swap,,19,
Briscoe Cochina East 46 HY,42-283-36980,39,L1,4/21/20,1:47,4/21/20,4:12,,Operating,Pumping,"FP59 packing;  pressure was climbing on 1.75ppg, dropped some rate and cut sand for a sweep, picked concentration back up to 1.5ppg before pressure started climbing again, cut sand and dropped rate for a sweep, increased concentration to 1.25ppg and finished the stage; all proppant placed.",145,
Briscoe Cochina East 46 HZ,42-283-36978,,L1,4/21/20,4:12,4/21/20,4:28,Between Stages,Operating,Well Swap,,16,
Briscoe Cochina East 46 HZ,42-283-36978,39,L1,4/21/20,4:28,4/21/20,6:00,,Operating,Pumping,FP29 packing;,92,
Briscoe Cochina East 46 HZ,42-283-36978,39,L3,4/21/20,6:00,4/21/20,6:45,,Operating,Pumping,Back staged to 1.25 ppg from 1.75 ppg. Cut screws after backstage and ran sweep due to pressure. ,45,
Briscoe Cochina East 46 HX,42-283-36979,,L3,4/21/20,6:45,4/21/20,7:02,Between Stages,Operating,Well Swap,,17,
Briscoe Cochina East 46 HX,42-283-36979,40,L3,4/21/20,7:02,4/21/20,9:01,,Operating,Pumping,"All prop placed, good stage",119,
Briscoe Cochina East 46 HY,42-283-36980,,L3,4/21/20,9:01,4/21/20,9:16,Between Stages,Operating,Well Swap,,15,
Briscoe Cochina East 46 HY,42-283-36980,40,L3,4/21/20,9:16,4/21/20,10:00,,Operating,Pumping,"Pinhole on BL4 discharge manifold. Cut screws, flushed well, and shut down to address issue. ",44,
Briscoe Cochina East 46 HY,42-283-36980,,L3,4/21/20,10:00,4/21/20,10:18,During Stage,NPT_Mechanics,Blender," Pinhole was not able to be a quick fix, Switched  to BL11",18,
Briscoe Cochina East 46 HY,42-283-36980,40,L3,4/21/20,10:18,4/21/20,11:15,,Operating,Pumping,during 1.5 ppg density dropped gradually.  Wet sand was coming out of silo. Had to shut down to clean hopper,57,
Briscoe Cochina East 46 HY,42-283-36980,,L3,4/21/20,11:15,4/21/20,11:33,During Stage,NPT_Operations,Blender,Cleaning hopper,18,
Briscoe Cochina East 46 HY,42-283-36980,40,L3,4/21/20,11:33,4/21/20,12:29,,Operating,Pumping,"All prop placed, no time tier charges because of issues",56,
Briscoe Cochina East 46 HZ,42-283-36978,,L3,4/21/20,12:29,4/21/20,12:54,Between Stages,Operating,Well Swap,,25,
Briscoe Cochina East 46 HZ,42-283-36978,40,L3,4/21/20,12:54,4/21/20,15:06,,Operating,Pumping,"All prop placed, good stage",132,
Briscoe Cochina East 46 HZ,42-283-36978,,L3,4/21/20,15:06,4/21/20,18:00,Rig-Down,Operating,Rig-Down,,174,
Norman State 14-6HA,42-109-33578,,L3,8/19/20,6:00,8/19/20,18:00,Rig-Up,Operating,Rig-Up,Rig up,720,
Norman State 14-6HA,42-109-33578,,L1,8/19/20,18:00,8/20/20,6:00,Rig-Up,Operating,Rig-Up,Rig up,720,
Norman State 14-6HA,42-109-33578,,L3,8/20/20,6:00,8/20/20,18:00,Rig-Up,Operating,Rig-Up,Rig up,720,
Norman State 14-6HA,42-109-33578,,L1,8/20/20,18:00,8/21/20,0:30,Rig-Up,Operating,Rig-Up,Rig up/Inside acid tank is leaking/CM ordered another tank to be brought too location and 3rd party will transfer it into new tank,390,
Norman State 14-6HA,42-109-33578,,L1,8/21/20,0:30,8/21/20,5:15,Rig-Up,Operating,Rig-Up,Rig up is 100%/Cranking equipment/Prime up pumps/Swapping out BL4 due to bad mechanical seal on discharge pump/Putting BL6 inline,285,
Norman State 14-6HA,42-109-33578,,L1,8/21/20,5:15,8/21/20,6:00,Pre-Job,Operating,Pressure Test,Pressure test.,45,
Norman State 14-6HA,42-109-33578,,L3,8/21/20,6:00,8/21/20,9:28,Pre-Job,Operating,Pressure Test,Pressure test to 9900PSI per CM; pressure test pump down through flowback iron; sieve sand.,208,
Norman State 14-6HA,42-109-33578,1,L3,8/21/20,9:28,8/21/20,12:21,,Operating,Pumping,FP28-packing 4; tranducer on 6HH went bad during stage.  Fought pressure throughout stage.  Pumped 45.48% proppant.,173,
Norman State 14-6HA,42-109-33578,,L3,8/21/20,12:21,8/21/20,12:36,Between Stages,Operating,5.10.15,15 minute pressure reading,15,
Norman State 14-4HH,42-109-33579,,L3,8/21/20,12:36,8/21/20,13:00,Between Stages,Operating,Well Swap,Wireline well swap,24,
Norman State 14-4HH,42-109-33579,,L3,8/21/20,13:00,8/21/20,13:39,Between Stages,NPT_Operations,Pump Maintenance,Swapped bad transducer on 6HA; FP29-d ring holes 2&5; FP28-packing hole 4; FP47-swapped out due to a wash; FP20-packing hole 5,39,
Norman State 14-4HH,42-109-33579,,L3,8/21/20,13:39,8/21/20,14:09,Between Stages,Operating,Prime and Test,Prime and test; found leak on transducer near bleedoff.,30,
Norman State 14-4HH,42-109-33579,1,L3,8/21/20,14:09,8/21/20,17:15,,Operating,Pumping,"FP20-d ring hole 3; FP34-packing hole 5; FP21-packing hole 4.  Good stage, all proppant placed.",186,
Norman State 14-4HH,42-109-33579,,L3,8/21/20,17:15,8/21/20,17:30,Between Stages,Operating,5.10.15,15 minute pressure reading,15,
Norman State 14-6HA,42-109-33578,,L3,8/21/20,17:30,8/21/20,18:00,Between Stages,NPT_Operations,Pump Maintenance,FP34-packing; FP21-packing; FP20-d ring.  ,30,
Norman State 14-6HA,42-109-33578,,L1,8/21/20,18:00,8/21/20,18:40,Between Stages,NPT_Operations,Pump Maintenance,Shift change/Continue pump maintenance,40,
Norman State 14-6HA,42-109-33578,,L1,8/21/20,18:40,8/21/20,18:50,Between Stages,Operating,Prime and Test,Prime/test,10,
Norman State 14-6HA,42-109-33578,2,L1,8/21/20,18:50,8/21/20,22:11,,Operating,Pumping,Pumping stage 2/85bbls Acid/ALL prop placed/During stage BL6 died due too bad alternator,201,
Norman State 14-6HA,42-109-33578,,L1,8/21/20,22:11,8/21/20,22:26,Between Stages,Operating,5.10.15,5/10/2015,15,
Norman State 14-3HA,42-109-33578,,L1,8/21/20,22:26,8/21/20,23:00,Between Stages,NPT_Mechanics,Blender,Replacing alternator on BL6,34,
Norman State 14-3HA,42-109-33578,,L1,8/21/20,23:00,8/21/20,23:08,Between Stages,Operating,Equalizing,Equalizing well,8,
Norman State 14-3HA,42-109-33578,1,L1,8/21/20,23:08,8/22/20,1:35,,Operating,Pumping,Pumping stage 1/85BBLS Acid,147,
Norman State 14-3HA,42-109-33578,,L1,8/22/20,1:35,8/22/20,2:05,During Stage,NPT_Operations,Iron,Replacing bad o-ring on transducer on 3H Well,30,
Norman State 14-3HA,42-109-33578,,L1,8/22/20,2:05,8/22/20,2:16,During Stage,NPT_Operations,Pressure Test,Pressure testing,11,
Norman State 14-3HA,42-109-33578,1,L1,8/22/20,2:16,8/22/20,3:28,,Operating,Pumping,Resume pumping stage 1/After we came back up we could only get one screw to work on BL8/All prop placed,72,
Norman State 14-3HA,42-109-33578,,L1,8/22/20,3:28,8/22/20,3:43,Between Stages,Operating,5.10.15,5/10/2015,15,
Norman State 14-4HH,42-109-33579,,L1,8/22/20,3:43,8/22/20,3:55,Between Stages,Operating,Well Swap,Wireline swapping wells/We swapped to BL6 so we could work on screws on BL8,12,
Norman State 14-4HH,42-109-33579,,L1,8/22/20,3:55,8/22/20,4:00,Between Stages,Operating,Equalizing,Equalize well,5,
Norman State 14-4HH,42-109-33579,2,L1,8/22/20,4:00,8/22/20,4:50,,Operating,Pumping,Pumping stage 2/60bbls Acid,50,
Norman State 14-4HH,42-109-33579,,L1,8/22/20,4:50,8/22/20,4:57,During Stage,NPT_Operations,Iron,Bad o-ring on stalk behind fluidend. Took pump out of line,7,
Norman State 14-4HH,42-109-33579,,L1,8/22/20,4:57,8/22/20,5:04,During Stage,NPT_Operations,Pressure Test,Pressure test,7,
Norman State 14-4HH,42-109-33579,2,L1,8/22/20,5:04,8/22/20,6:00,,Operating,Pumping,Resume pumping stage 2,56,
Norman State 14-4HH,42-109-33579,2,L3,8/22/20,6:00,8/22/20,7:27,,Operating,Pumping,Shift change/Pumping Stage 2/FP25 #2 Packing/FP16&FP59 V/S,87,
Norman State 14-4HH,42-109-33579,,L3,8/22/20,7:27,8/22/20,7:42,Between Stages,Operating,5.10.15,5/10/2015,15,
Norman State 14-3HA,42-109-33578,,L3,8/22/20,7:42,8/22/20,9:17,Between Stages,NPT_Operations,Pump Maintenance,Pump maintenance/Reboot data van,95,
Norman State 14-3HA,42-109-33578,,L3,8/22/20,9:17,8/22/20,9:47,Between Stages,Operating,Prime and Test,,30,
Norman State 14-3HA,42-109-33578,2,L3,8/22/20,9:47,8/22/20,10:30,,Operating,Pumping,FP23 high pressure leak on chixsan/ going to flush to fix it/,43,
Norman State 14-3HA,42-109-33578,,L3,8/22/20,10:30,8/22/20,10:35,During Stage,NPT_Operations,Iron,fixing the leak & swapping a pump/ ,5,
Norman State 14-3HA,42-109-33578,,L3,8/22/20,10:35,8/22/20,15:30,During Stage,NPT_Third_Party,Fuel,"Bringing out new housings, fittings, & hoses",295,
Norman State 14-3HA,42-109-33578,2,L3,8/22/20,15:30,8/22/20,18:00,,Operating,Pumping,FP24 kicked out twice/ Blender would get past 70bpm without losing tub (1250bbls)/ It was determined the inlet valve was sticking/ 2 screws have locked up on 40/70 and we are having to extend fluid to get all the prop placed/ All prop placed,150,
Norman State 14-3HA,42-109-33578,2,L1,8/22/20,18:00,8/22/20,18:08,,Operating,Pumping,Shift change/Continue pumping stage 3,8,
Norman State 14-3HA,42-109-33578,,L1,8/22/20,18:08,8/22/20,18:23,Between Stages,Operating,5.10.15,5/10/2015,15,
Norman State 14-6HA,42-109-33578,,L1,8/22/20,18:23,8/22/20,18:44,Between Stages,Operating,Well Swap,Wireline swapping wells,21,
Norman State 14-6HA,42-109-33578,,L1,8/22/20,18:44,8/22/20,18:51,Between Stages,Operating,Prime and Test,Prime/test,7,
Norman State 14-6HA,42-109-33578,3,L1,8/22/20,18:51,8/22/20,21:58,,Operating,Pumping,Pumping stage 3/NO acid/BL6 is overheating. Running water over raditor to keep it cool/BL8 screws keep locking up and only 1 screw is working properly/Good stage /All prop placed,187,
Norman State 14-6HA,42-109-33578,,L1,8/22/20,21:58,8/22/20,22:13,Between Stages,Operating,5.10.15,5/10/2015,15,
Norman State 14-4HH,42-109-33579,,L1,8/22/20,22:13,8/22/20,22:55,Between Stages,NPT_Customer,Frac Stack,Flow cross valve leaking on 6H Well,42,
Norman State 14-4HH,42-109-33579,3,L1,8/22/20,22:55,8/23/20,2:25,,Operating,Pumping,Pumping stage 3/24BBLS ACID/FP20 #2 D-Ring-FP12 Fuel filters/Good stage-All prop placed,210,
Norman State 14-4HH,42-109-33579,,L1,8/23/20,2:25,8/23/20,2:40,Between Stages,Operating,5.10.15,5/10/2015,15,
Norman State 14-3HA,42-109-33578,,L1,8/23/20,2:40,8/23/20,3:30,Between Stages,NPT_Customer,Frac Stack,Checking all valves on all wells and pressure testing due too bad flow cross valve //Rebooted data van at this time,50,
Norman State 14-3HA,42-109-33578,,L1,8/23/20,3:30,8/23/20,3:47,Between Stages,Operating,Prime and Test,Prime/test,17,
Norman State 14-3HA,42-109-33578,3,L1,8/23/20,3:47,8/23/20,6:00,,Operating,Pumping,Pumping stage 3/24BBLS ACID,133,
Norman State 14-3HA,42-109-33578,3,L3,8/23/20,6:00,8/23/20,6:59,,Operating,Pumping,Shift change/Continue pumping stage 3/ FR pump fluctuating/ all prop placed,59,
Norman State 14-3HA,42-109-33578,,L3,8/23/20,6:59,8/23/20,7:14,Between Stages,Operating,5.10.15,"5,10, 15 ",15,
Norman State 14-6HA,42-109-33578,,L3,8/23/20,7:14,8/23/20,7:29,Between Stages,Operating,Well Swap,,15,
Norman State 14-6HA,42-109-33578,,L3,8/23/20,7:29,8/23/20,7:39,Between Stages,Operating,Prime up,Prime & Equalize,10,
Norman State 14-6HA,42-109-33578,4,L3,8/23/20,7:39,8/23/20,10:30,,Operating,Pumping,FP24 & FP82 V&S/ FP25 V&S/,171,
Norman State 14-4HH,42-109-33579,,L3,8/23/20,10:30,8/23/20,10:45,Between Stages,Operating,5.10.15,"5,10,15",15,
Norman State 14-4HH,42-109-33579,,L3,8/23/20,10:45,8/23/20,10:54,Between Stages,Operating,Well Swap,,9,
Norman State 14-4HH,42-109-33579,4,L3,8/23/20,10:54,8/23/20,13:23,,Operating,Pumping,FP28 Transmission temp/ FP25 V&S/ good stage,149,
Norman State 14-4HH,42-109-33579,,L3,8/23/20,13:23,8/23/20,13:38,Between Stages,Operating,5.10.15,"5,10,15",15,
Norman State 14-3HA,42-109-33578,,L3,8/23/20,13:38,8/23/20,14:06,Between Stages,Operating,Well Swap,,28,
Norman State 14-3HA,42-109-33578,,L3,8/23/20,14:06,8/23/20,14:31,Between Stages,Operating,Prime and Test,"tested to 9835, good test",25,
Norman State 14-3HA,42-109-33578,4,L3,8/23/20,14:31,8/23/20,18:00,,Operating,Pumping,Company man wanted to ride 9975 during pad & popoff released @ 9939psi/ Ran 5000gal of acid/ Dropped rate to 80bpm/,209,
Norman State 14-3HA,42-109-33578,4,L1,8/23/20,18:00,8/23/20,18:06,,Operating,Pumping,Shift change/Continue pumping stage 4/Good stage/All prop placed,6,
Norman State 14-3HA,42-109-33578,,L1,8/23/20,18:06,8/23/20,18:21,Between Stages,Operating,5.10.15,5/10/2015,15,
Norman State 14-6HA,42-109-33578,,L1,8/23/20,18:21,8/23/20,19:21,Between Stages,Operating,Grease-Frac Stack-Scheduled ,Grease wells,60,
Norman State 14-6HA,42-109-33578,,L1,8/23/20,19:21,8/23/20,19:29,Between Stages,Operating,Prime and Test,Prime/test,8,
Norman State 14-6HA,42-109-33578,5,L1,8/23/20,19:29,8/23/20,22:19,,Operating,Pumping,Pumping stage 5/No acid/Good stage/All prop placed,170,
Norman State 14-6HA,42-109-33578,,L1,8/23/20,22:19,8/23/20,22:34,Between Stages,Operating,5.10.15,5/10/2015,15,
Norman State 14-4HH,42-109-33579,,L1,8/23/20,22:34,8/23/20,22:43,Between Stages,Operating,Well Swap,Well swap,9,
Norman State 14-4HH,42-109-33579,5,L1,8/23/20,22:43,8/23/20,23:09,,Operating,Pumping,Pumping stage 5/60bbls Acid/ After we displace acid we shutdown for 10 mins to let acid soak per Customer,26,
Norman State 14-4HH,42-109-33579,,L1,8/23/20,23:09,8/23/20,23:19,During Stage,Operating,Other,Letting acid soak for 10 mins per customer,10,
